Name,Address,City,State,State_name,Zip,Sales,Number_emp,Empsiz
SKIPPA'S CONVENIENCE STORE,781 LAKEVIEW AVE,LOWELL,MA,Massachusetts,01850,896,4,A
COUNTRY FARM,56 AIKEN AVE,LOWELL,MA,Massachusetts,01850,672,3,A
MARKET STREET MARKET,95 MARKET ST,LOWELL,MA,Massachusetts,01852,741,3,A
BRINANS CONVENIENT MART,26 MARKET ST,LOWELL,MA,Massachusetts,01852,896,4,A
ATLANTIC SALT,134 MIDDLE ST # 210,LOWELL,MA,Massachusetts,01852,1150,10,C
DUNKIN' DONUTS,290 CENTRAL ST,LOWELL,MA,Massachusetts,01852,672,12,C
EASTERN SALT CO,134 MIDDLE ST # 210,LOWELL,MA,Massachusetts,01852,1725,15,C
CHARO'S BAKERY & PASTERY SHOP,160 MERRIMACK ST,LOWELL,MA,Massachusetts,01852,71,1,A
LIM NINI'S SEAFOOD,509 DUTTON ST,LOWELL,MA,Massachusetts,01854,462,2,A
INFANTE GROCERIES,326 MOODY ST,LOWELL,MA,Massachusetts,01854,494,2,A
DUNKIN' DONUTS,562 DUTTON ST,LOWELL,MA,Massachusetts,01854,280,5,B
BOTANICA COQUI,397 MARKET ST,LOWELL,MA,Massachusetts,01854,224,1,A
INFANTE GROCERY,198 BROADWAY ST,LOWELL,MA,Massachusetts,01854,494,2,A
BROADWAY CONVENIENCE STORE,35 WILLIE ST # 4,LOWELL,MA,Massachusetts,01854,224,1,A
R & P CONVENIENCE,382 BROADWAY ST,LOWELL,MA,Massachusetts,01854,896,4,A
MODEL DAIRY,398 FLETCHER ST,LOWELL,MA,Massachusetts,01854,115,1,A
OLYMPOS BAKERY,216 BROADWAY ST,LOWELL,MA,Massachusetts,01854,71,1,A
SOWY BAKERY,474 MERRIMACK ST,LOWELL,MA,Massachusetts,01854,284,4,A
ZENA'S BAKERYLAND,28 ALPINE LN,CHELMSFORD,MA,Massachusetts,01824,284,4,A
DUNKIN' DONUTS,105 CHELMSFORD ST,CHELMSFORD,MA,Massachusetts,01824,1680,30,D
MARKET BASKET,288 CHELMSFORD ST # C,CHELMSFORD,MA,Massachusetts,01824,49400,200,F
VILLAGE SQUARE CONVENIENCE STR,14 FLETCHER ST,CHELMSFORD,MA,Massachusetts,01824,224,1,A
ON THE RUN,980 CHELMSFORD ST,LOWELL,MA,Massachusetts,01851,2912,13,C
ALPINE BUTCHER SHOPPE,963 CHELMSFORD ST,LOWELL,MA,Massachusetts,01851,693,3,A
DUNKIN' DONUTS,185 WOBURN ST # EXXON,LOWELL,MA,Massachusetts,01852,1288,23,D
7-ELEVEN,314 BOSTON RD,NORTH BILLERICA,MA,Massachusetts,01862,1344,6,B
MEAT AGAIN,306 BOSTON RD # 12,NORTH BILLERICA,MA,Massachusetts,01862,2772,12,C
ROMA BAKERY,306 BOSTON RD,NORTH BILLERICA,MA,Massachusetts,01862,142,2,A
P & R ORIENTAL FOOD MARKET,7 SUMMER ST # 7,CHELMSFORD,MA,Massachusetts,01824,988,4,A
STOP & SHOP SUPERMARKET,16 BOSTON RD,CHELMSFORD,MA,Massachusetts,01824,21983,89,E
R & F GAS & CONVENIENCE,7 ACTON RD,CHELMSFORD,MA,Massachusetts,01824,1568,7,B
DUNKIN' DONUTS,7 ACTON RD,CHELMSFORD,MA,Massachusetts,01824,504,9,B
CONCORD CONVENIENCE,170 CONCORD RD # B,CHELMSFORD,MA,Massachusetts,01824,224,1,A
DUNKIN' DONUTS,1505 MIDDLESEX ST,LOWELL,MA,Massachusetts,01851,1736,31,D
LOWELL QUICK MART,627 CHELMSFORD ST,LOWELL,MA,Massachusetts,01851,448,2,A
TEDESCHI FOOD SHOPS,463 CHELMSFORD ST,LOWELL,MA,Massachusetts,01851,1568,7,B
DONUT SHACK,487 WESTFORD ST,LOWELL,MA,Massachusetts,01851,112,2,A
PHOXAI'S MARKET,1527 MIDDLESEX ST,LOWELL,MA,Massachusetts,01851,741,3,A
DESSERT SHOP & BAKERY,32 BRANCH ST,LOWELL,MA,Massachusetts,01851,284,4,A
C MARKET,268 WESTFORD ST,LOWELL,MA,Massachusetts,01851,741,3,A
ENGINEERING & MKTNG GROUP INC,190 LINCOLN PKWY,LOWELL,MA,Massachusetts,01851,247,1,A
COUNTRY FARMS GROCERIES,268 BRANCH ST,LOWELL,MA,Massachusetts,01851,247,1,A
888 ASIAN GROCERY,4 PINE ST,LOWELL,MA,Massachusetts,01851,988,4,A
MOM'S THERAPY & HERBAL CTR,16 PINE ST,LOWELL,MA,Massachusetts,01851,151,1,A
99 STORE,180 LIBERTY ST,LOWELL,MA,Massachusetts,01851,448,2,A
TONY'S CONVENIENCE,349 WESTFORD ST,LOWELL,MA,Massachusetts,01851,448,2,A
MAC'S CONVENIENCE,1350 MIDDLESEX ST,LOWELL,MA,Massachusetts,01851,224,1,A
HONG KONG MARKET,289 WESTFORD ST,LOWELL,MA,Massachusetts,01851,494,2,A
DUNKIN' DONUTS,443 CHELMSFORD ST,LOWELL,MA,Massachusetts,01851,1904,34,D
THAT LUANG MARKET,1126 MIDDLESEX ST # 3,LOWELL,MA,Massachusetts,01851,247,1,A
LOWELL FOOD STORE,624 SCHOOL ST,LOWELL,MA,Massachusetts,01851,448,2,A
COUNTRY FARM,494 WESTFORD ST,LOWELL,MA,Massachusetts,01851,448,2,A
HANNAFORD SUPERMARKET & PHRMCY,66 DRUM HILL RD # 2,CHELMSFORD,MA,Massachusetts,01824,2379,13,C
DUNKIN' DONUTS,78 DRUM HILL RD,CHELMSFORD,MA,Massachusetts,01824,2800,50,E
DUNKIN' DONUTS,4 JEAN AVE,CHELMSFORD,MA,Massachusetts,01824,280,5,B
ESSENTIAL VITAMINS-BOTANICALS,2 COURTHOUSE LN # 13,CHELMSFORD,MA,Massachusetts,01824,302,2,A
EINSTEIN BROS BAGELS,40 DRUM HILL RD,CHELMSFORD,MA,Massachusetts,01824,560,10,C
CINNABON,107 DRUM HILL RD,CHELMSFORD,MA,Massachusetts,01824,639,9,B
HONEY DEW DONUTS,1740 MIDDLESEX ST,LOWELL,MA,Massachusetts,01851,504,9,B
EAST-WEST FOODS,1717 MIDDLESEX ST # 4,LOWELL,MA,Massachusetts,01851,988,4,A
MARKET BASKET,11 WOOD ST,LOWELL,MA,Massachusetts,01851,3952,16,C
WHITE HEN PANTRY,645 PRINCETON BLVD,LOWELL,MA,Massachusetts,01851,1344,6,B
MIDDLESEX VARIETY,1717 MIDDLESEX ST,LOWELL,MA,Massachusetts,01851,448,2,A
PALIKA BAZAR,1290 WESTFORD ST # J,LOWELL,MA,Massachusetts,01851,1235,5,B
REAL FISH CO,127 RIVERNECK RD,CHELMSFORD,MA,Massachusetts,01824,462,2,A
LINNANE & CO,127 RIVERNECK RD,CHELMSFORD,MA,Massachusetts,01824,693,3,A
BOSTON CHOWDA CO,101 PHOENIX AVE,LOWELL,MA,Massachusetts,01852,741,3,A
MACEDO FISH,431 CENTRAL ST,LOWELL,MA,Massachusetts,01852,231,1,A
ECONO-MART,1280 LAWRENCE ST,LOWELL,MA,Massachusetts,01852,448,2,A
BELMONT SPRINGS WATER,,LOWELL,MA,Massachusetts,01852,460,4,A
JERRY'S FOOD STORE,1172 LAWRENCE ST,LOWELL,MA,Massachusetts,01852,494,2,A
CENTRAL MARKET,886 CENTRAL ST,LOWELL,MA,Massachusetts,01852,494,2,A
SIMON'S CONVENIENCE & DELI,590 ROGERS ST,LOWELL,MA,Massachusetts,01852,672,3,A
GOL LATINO MARKET,594 CENTRAL ST,LOWELL,MA,Massachusetts,01852,494,2,A
TEDESCHI FOOD SHOPS,103 ROGERS ST,LOWELL,MA,Massachusetts,01852,672,3,A
DUNKIN' DONUTS,631 ROGERS ST,LOWELL,MA,Massachusetts,01852,2016,36,D
AMIGOS CONVENIENCE STORE,791 CENTRAL ST,LOWELL,MA,Massachusetts,01852,896,4,A
ANDREINAS SUPERMARKET,515 LAWRENCE ST,LOWELL,MA,Massachusetts,01852,247,1,A
HANNAFORD SUPERMARKET & PHRMCY,777 ROGERS ST,LOWELL,MA,Massachusetts,01852,24700,100,F
LOWELL MINI MART,1350 GORHAM ST,LOWELL,MA,Massachusetts,01852,224,1,A
MARKET BASKET,10 MAIN ST,TEWKSBURY,MA,Massachusetts,01876,4940,20,D
7-ELEVEN,55 CHELMSFORD ST,LOWELL,MA,Massachusetts,01851,2016,9,B
GUERRERO'S MARKET,32 WESTFORD ST,LOWELL,MA,Massachusetts,01851,494,2,A
BANGKOK MARKET,179 CHELMSFORD ST,LOWELL,MA,Massachusetts,01851,1729,7,B
LUCKY KIMS CONVENIENCE,279 CHELMSFORD ST,LOWELL,MA,Massachusetts,01851,224,1,A
TEDESCHI FOOD SHOPS,970 GORHAM ST,LOWELL,MA,Massachusetts,01852,1120,5,B
KING FOODS,200 APPLETON ST,LOWELL,MA,Massachusetts,01852,741,3,A
C & S MART,99 S WHIPPLE ST,LOWELL,MA,Massachusetts,01852,224,1,A
JAY'S FOOD STORE,166 GORHAM ST,LOWELL,MA,Massachusetts,01852,741,3,A
1300 VARIETY,1300 GORHAM ST,LOWELL,MA,Massachusetts,01852,896,4,A
LOWELL PORTUGUESE BAKERY,930 GORHAM ST,LOWELL,MA,Massachusetts,01852,284,4,A
TEDESCHI FOOD SHOPS,220 APPLETON ST,LOWELL,MA,Massachusetts,01852,1568,7,B
DUNKIN' DONUTS,1081 GORHAM ST,LOWELL,MA,Massachusetts,01852,952,17,C
BRIGHT ANTKOR MARKET,624 GORHAM ST,LOWELL,MA,Massachusetts,01852,741,3,A
DUNKIN' DONUTS,145 THORNDIKE ST # MBTA,LOWELL,MA,Massachusetts,01852,336,6,B
ON THE RUN,785 GORHAM ST,LOWELL,MA,Massachusetts,01852,1568,7,B
DUNKIN' DONUTS,80 CHELMSFORD RD,NORTH BILLERICA,MA,Massachusetts,01862,896,16,C
MARKET BASKET,199 BOSTON RD # 12,NORTH BILLERICA,MA,Massachusetts,01862,34580,140,F
DUNKIN' DONUTS,181 BOSTON RD,NORTH BILLERICA,MA,Massachusetts,01862,1344,24,D
PURITY SUPREME SUPERMARKETS,2 BILLERICA AVE,NORTH BILLERICA,MA,Massachusetts,01862,988,4,A
RICH'S CONVENIENCE STORE,161 BOSTON RD,NORTH BILLERICA,MA,Massachusetts,01862,448,2,A
DUNKIN' DONUTS,139 RIVER RD,ANDOVER,MA,Massachusetts,01810,672,12,C
7-ELEVEN,703 HAVERHILL ST,LAWRENCE,MA,Massachusetts,01841,1792,8,B
MEDITERRANEAN GROCERY,136 LOWELL ST,METHUEN,MA,Massachusetts,01844,494,2,A
DUNKIN' DONUTS,188 HAVERHILL ST,METHUEN,MA,Massachusetts,01844,1960,35,D
QUICK STOP II,155 LOWELL ST,METHUEN,MA,Massachusetts,01844,2240,10,C
STOP QUICK MARKET,12 HAVERHILL ST,METHUEN,MA,Massachusetts,01844,896,4,A
JOHNNY CAKES,,NORTH ANDOVER,MA,Massachusetts,01845,284,4,A
DUNKIN' DONUTS,535 CHICKERING RD,NORTH ANDOVER,MA,Massachusetts,01845,672,12,C
CAKES BY DESIGN EDIABLE ART,4 JOHNSON ST,NORTH ANDOVER,MA,Massachusetts,01845,284,4,A
REPOSTERIA MIGUELINA,154 ESSEX ST,LAWRENCE,MA,Massachusetts,01840,284,4,A
HEAVENLY DONUTS,262 ESSEX ST,LAWRENCE,MA,Massachusetts,01840,112,2,A
ONE STOP MARKET,136 ESSEX ST,LAWRENCE,MA,Massachusetts,01840,741,3,A
DUNKIN' DONUTS,225 ESSEX ST,LAWRENCE,MA,Massachusetts,01840,224,4,A
CENTRO DE NUTRICION Y TERAPIAS,107 ESSEX ST,LAWRENCE,MA,Massachusetts,01840,302,2,A
TRIPOLI BAKERY INC,106 COMMON ST,LAWRENCE,MA,Massachusetts,01840,1775,25,D
ESSEX STREET MARKET,175 ESSEX ST,LAWRENCE,MA,Massachusetts,01840,247,1,A
HORSESHOE GRILL & BAKERY,361 ESSEX ST,LAWRENCE,MA,Massachusetts,01840,142,2,A
PERFECTO'S CAFFE,1115 OSGOOD ST,NORTH ANDOVER,MA,Massachusetts,01845,448,8,B
BUTCHER BOY MEAT MARKET,1077 OSGOOD ST,NORTH ANDOVER,MA,Massachusetts,01845,25410,110,F
SMOLAK FARMS STAND & BAKERY,315 S BRADFORD ST,NORTH ANDOVER,MA,Massachusetts,01845,3550,50,E
C & A DONUTS INC,1000 OSGOOD ST # 3,NORTH ANDOVER,MA,Massachusetts,01845,560,10,C
DUNKIN' DONUTS,982 OSGOOD ST,NORTH ANDOVER,MA,Massachusetts,01845,896,16,C
STONE HOUSE FARM INC,276 WASHINGTON ST,WEST BOXFORD,MA,Massachusetts,01885,1127,7,B
WEST VILLAGE PROVISIONS,561 MAIN ST,BOXFORD,MA,Massachusetts,01921,988,4,A
CAKES BY DESIGN EDIBLE ART,65 BEAR HILL RD,NORTH ANDOVER,MA,Massachusetts,01845,142,2,A
J & M CONVENIENCE STORE-DELI,701 SALEM ST,NORTH ANDOVER,MA,Massachusetts,01845,448,2,A
DUNKIN' DONUTS,701 SALEM ST,NORTH ANDOVER,MA,Massachusetts,01845,392,7,B
SUNDAY'S GENERAL STORE,195 ANDOVER ST # 5,ANDOVER,MA,Massachusetts,01810,224,1,A
GOURMET FOODS,123 TEWKSBURY ST,ANDOVER,MA,Massachusetts,01810,575,5,B
DELI MART CONVENIENT STORE,258 SALEM RD # 2,BILLERICA,MA,Massachusetts,01821,448,2,A
SHOP & GO INC,352 SALEM RD,BILLERICA,MA,Massachusetts,01821,224,1,A
TEWKSBURY FOOD PANTRY,999 WHIPPLE RD,TEWKSBURY,MA,Massachusetts,01876,494,2,A
WHITE HEN PANTRY,1699 SHAWSHEEN ST # 8,TEWKSBURY,MA,Massachusetts,01876,1344,6,B
DE MOULAS SUPER MARKETS INC,875 EAST ST,TEWKSBURY,MA,Massachusetts,01876,0,300,G
MARKET BASKET,875 EAST ST,TEWKSBURY,MA,Massachusetts,01876,74100,300,G
SAN DIEGO YOGURT SHOPPE,1699 SHAWSHEEN ST,TEWKSBURY,MA,Massachusetts,01876,575,5,B
DUNKIN' DONUTS,1699 SHAWSHEEN ST # 1,TEWKSBURY,MA,Massachusetts,01876,896,16,C
CRYSTALS GENERAL STORE,1120 MAIN ST # 1,TEWKSBURY,MA,Massachusetts,01876,2016,9,B
MIRABELLA'S BAKERY,836 MAIN ST,TEWKSBURY,MA,Massachusetts,01876,1988,28,D
DUNKIN' DONUTS,5 EAST ST,TEWKSBURY,MA,Massachusetts,01876,672,12,C
DUNKIN' DONUTS,381 MAIN ST,TEWKSBURY,MA,Massachusetts,01876,1680,30,D
DUNKIN' DONUTS,1220 MAIN ST,TEWKSBURY,MA,Massachusetts,01876,672,12,C
GALLOWAYS GROCERETTE,1079 MAIN ST,TEWKSBURY,MA,Massachusetts,01876,448,2,A
DONNA'S DONUTS,2106 MAIN ST,TEWKSBURY,MA,Massachusetts,01876,1008,18,C
DUNKIN' DONUTS,1973 MAIN ST,TEWKSBURY,MA,Massachusetts,01876,1344,24,D
MARKET BASKET,1900 MAIN ST # 4,TEWKSBURY,MA,Massachusetts,01876,44460,180,F
SAMMY'S CONVENIENT MART,2316 MAIN ST,TEWKSBURY,MA,Massachusetts,01876,1120,5,B
HOBARTS COUNTRY STORE,2514 MAIN ST,TEWKSBURY,MA,Massachusetts,01876,741,3,A
TEDESCHI FOOD SHOPS,2280 MAIN ST,TEWKSBURY,MA,Massachusetts,01876,2688,12,C
DUNKIN' DONUTS,355 MIDDLESEX AVE # 357,WILMINGTON,MA,Massachusetts,01887,280,5,B
ELIA'S COUNTRY STORE,381 MIDDLESEX AVE,WILMINGTON,MA,Massachusetts,01887,5434,22,D
G W BAKERIES,234 BALLARDVALE ST,WILMINGTON,MA,Massachusetts,01887,284,4,A
CORNER STORE,296 SHAWSHEEN AVE,WILMINGTON,MA,Massachusetts,01887,896,4,A
DUNKIN' DONUTS,309 LOWELL ST,ANDOVER,MA,Massachusetts,01810,560,10,C
POLAND SPRING WATER,32 COMMERCIAL DR,DRACUT,MA,Massachusetts,01826,460,4,A
SAJA FARM,403 PARKER RD,DRACUT,MA,Massachusetts,01826,666,3,A
611 VARIETY & DELI,466 LOWELL ST,METHUEN,MA,Massachusetts,01844,1344,6,B
DUNKIN' DONUTS,464 LOWELL ST,METHUEN,MA,Massachusetts,01844,784,14,C
DUNKIN' DONUTS,1910 ANDOVER ST,TEWKSBURY,MA,Massachusetts,01876,448,8,B
DUNKIN' DONUTS,1785 ANDOVER ST,TEWKSBURY,MA,Massachusetts,01876,616,11,C
NUNEZ MARKET,205 BROADWAY # 1,LAWRENCE,MA,Massachusetts,01840,741,3,A
LA VECINA MEAT MARKET,202 BROADWAY,LAWRENCE,MA,Massachusetts,01840,231,1,A
CARIBBEAN BAKERY,205 BROADWAY,LAWRENCE,MA,Massachusetts,01840,284,4,A
ESPERALTA GROCERY,205 BROADWAY,LAWRENCE,MA,Massachusetts,01840,988,4,A
BROADWAY PLAZA MARKET,205 BROADWAY,LAWRENCE,MA,Massachusetts,01840,741,3,A
PASSION MARKET,193 BROADWAY,LAWRENCE,MA,Massachusetts,01840,896,4,A
MEJIA MARKET,206 LAWRENCE ST,LAWRENCE,MA,Massachusetts,01841,494,2,A
CITY MART,576 HAVERHILL ST,LAWRENCE,MA,Massachusetts,01841,448,2,A
JACQUELINE'S GROCERY STORE,334 LOWELL ST,LAWRENCE,MA,Massachusetts,01841,988,4,A
VORINQUEN GROCERY,269 PARK ST,LAWRENCE,MA,Massachusetts,01841,247,1,A
LAS AMERICA MARKET,513 HAMPSHIRE ST,LAWRENCE,MA,Massachusetts,01841,247,1,A
CARLO'S GROCERY,51 MYRTLE ST,LAWRENCE,MA,Massachusetts,01841,247,1,A
LA CIBAENA BAKERY,112 CROSS ST,LAWRENCE,MA,Massachusetts,01841,497,7,B
CONSTANZA MEAT MARKET,271 LAWRENCE ST,LAWRENCE,MA,Massachusetts,01841,494,2,A
STOP 1 SUPERMARKET,352 HAMPSHIRE ST,LAWRENCE,MA,Massachusetts,01841,988,4,A
EL FARO BAKERY,647 BROADWAY,LAWRENCE,MA,Massachusetts,01841,71,1,A
LA NUEVA GENERACION,296 BROADWAY,LAWRENCE,MA,Massachusetts,01841,988,4,A
ALBA MARKET,51 BERKELEY ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
MACORIS VARIETY,296 LAWRENCE ST,LAWRENCE,MA,Massachusetts,01841,247,1,A
CARDENES MARKET,513 HAMPSHIRE ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
EDUARD'S CONVENIENT STORE,393 LOWELL ST,LAWRENCE,MA,Massachusetts,01841,224,1,A
QUISQUEYA MARKET,460 HAMPSHIRE ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
GENESIS MARKET,360 LOWELL ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
TRUFEL FOOD MARKET,304 JACKSON ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
TOP DONUT,123 LAWRENCE ST,LAWRENCE,MA,Massachusetts,01841,142,2,A
FUEGO SUPERMARKET,334 LAWRENCE ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
VOLVERIO NERA MARKET,49 WALNUT ST,LAWRENCE,MA,Massachusetts,01841,494,2,A
LOS HERMANOS' MARKET,333 LAWRENCE ST,LAWRENCE,MA,Massachusetts,01841,247,1,A
7-ELEVEN,370 BROADWAY,LAWRENCE,MA,Massachusetts,01841,896,4,A
MARKET BASKET,700 ESSEX ST # 5,LAWRENCE,MA,Massachusetts,01841,27170,110,F
KIARA MARKET,164 PARK ST,LAWRENCE,MA,Massachusetts,01841,448,2,A
LAWRENCE TANK INC,25 WENDELL ST,LAWRENCE,MA,Massachusetts,01841,805,7,B
MELLOS SUPERMARKET,187 LAWRENCE ST,LAWRENCE,MA,Massachusetts,01841,896,4,A
KAMAL SPRING WATER CO,193 MAPLE ST,LAWRENCE,MA,Massachusetts,01841,115,1,A
GONZALEZ GROCERY,373 BROADWAY,LAWRENCE,MA,Massachusetts,01841,896,4,A
ARTURO'S CONVENIENCE,330 LOWELL ST,LAWRENCE,MA,Massachusetts,01841,896,4,A
SUNKIST BAKERY INC,93 EXCHANGE ST,LAWRENCE,MA,Massachusetts,01841,284,4,A
GIGANTE MEAT MARKET,139 PARK ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
PILON MARKET,262 HAMPSHIRE ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
FERNANDO'S SUPERMARKET,354 BROADWAY,LAWRENCE,MA,Massachusetts,01841,247,1,A
EL RICON DOMINICANO,773 ESSEX ST,LAWRENCE,MA,Massachusetts,01841,448,2,A
SAM'S FOOD STORES,389 BROADWAY,LAWRENCE,MA,Massachusetts,01841,741,3,A
ELIZABETH GROCERY,385 LOWELL ST,LAWRENCE,MA,Massachusetts,01841,896,4,A
J J CONVENIENCE,338 LAWRENCE ST,LAWRENCE,MA,Massachusetts,01841,896,4,A
LA VEGA MARKET,252 LAWRENCE ST,LAWRENCE,MA,Massachusetts,01841,247,1,A
PUEBLO MARKET,309 PARK ST,LAWRENCE,MA,Massachusetts,01841,988,4,A
DUNKIN' DONUTS,342 BROADWAY,LAWRENCE,MA,Massachusetts,01841,448,8,B
PASSION MARKET,76 BENNINGTON ST,LAWRENCE,MA,Massachusetts,01841,224,1,A
MI GUATEMALA BAKERY,265 BROADWAY,LAWRENCE,MA,Massachusetts,01841,284,4,A
DHASIELL MARKET,139 PARK ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
POLANCO MARKET,51 CENTER ST,METHUEN,MA,Massachusetts,01844,2470,10,C
DUNKIN' DONUTS,58 BROADWAY,METHUEN,MA,Massachusetts,01844,448,8,B
CUQUI BAKERY,55 BROADWAY,METHUEN,MA,Massachusetts,01844,284,4,A
CARNICERIA MARKET,88 JACKSON ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
ADAMES GROCERY STORE,119 JACKSON ST,LAWRENCE,MA,Massachusetts,01841,494,2,A
GIL SUPERMARKET CORP,71 E HAVERHILL ST,LAWRENCE,MA,Massachusetts,01841,988,4,A
MOCAS MULTISERVICES,31 KNOX ST,LAWRENCE,MA,Massachusetts,01841,896,4,A
J J MARKET,119 JACKSON ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
FRIAS MARKET,51 BERKELEY ST,LAWRENCE,MA,Massachusetts,01841,494,2,A
LAWRENCE COUNTRY CLUB,147 JACKSON ST,LAWRENCE,MA,Massachusetts,01841,896,4,A
YESKA KIDS CAKE,592 ESSEX ST,LAWRENCE,MA,Massachusetts,01840,142,2,A
7-ELEVEN,100 LOWELL ST,LAWRENCE,MA,Massachusetts,01840,1344,6,B
BROADWAY MINI MART,9 BROADWAY,LAWRENCE,MA,Massachusetts,01840,448,2,A
BOSTON FISH MARKET,125 HAMPSHIRE ST,LAWRENCE,MA,Massachusetts,01840,693,3,A
ALTAMIRA MARKET,88 BROADWAY,LAWRENCE,MA,Massachusetts,01840,741,3,A
DOMINICANA BAKERY,396 ESSEX ST,LAWRENCE,MA,Massachusetts,01840,213,3,A
HASSEY'S GROCERY,234 HAMPSHIRE ST,LAWRENCE,MA,Massachusetts,01841,247,1,A
CHRIS'S CONVENIENCE STORE,232 HAMPSHIRE ST,LAWRENCE,MA,Massachusetts,01841,224,1,A
BELMONT,,LAWRENCE,MA,Massachusetts,01841,460,4,A
BREAD RSES HRITG COMMITTEE INC,PO BOX 1137,LAWRENCE,MA,Massachusetts,01842,426,6,B
ASHLEYS MARKET,140 WATER ST,LAWRENCE,MA,Massachusetts,01841,494,2,A
TOP DONUT,297 ANDOVER ST,LAWRENCE,MA,Massachusetts,01843,284,4,A
J J MARKET,606 ANDOVER ST,LAWRENCE,MA,Massachusetts,01843,896,4,A
DUNKIN' DONUTS,581 ANDOVER ST,LAWRENCE,MA,Massachusetts,01843,1120,20,D
SOUTH BROADWAY MARKET,135 S BROADWAY,LAWRENCE,MA,Massachusetts,01843,247,1,A
MI PAIS MARKET,610 ANDOVER ST,LAWRENCE,MA,Massachusetts,01843,448,2,A
TEDESCHI FOOD SHOPS,3 BEACON ST,LAWRENCE,MA,Massachusetts,01843,1120,5,B
EDESCHI FOOD SHOPS,603 ANDOVER ST,LAWRENCE,MA,Massachusetts,01843,988,4,A
VAN OTIS CANDIES,468 ANDOVER ST,LAWRENCE,MA,Massachusetts,01843,238,2,A
DUNKIN' DONUTS,50 S BROADWAY,LAWRENCE,MA,Massachusetts,01843,448,8,B
TONY'S CONVENIENCE,191 PARKER ST,LAWRENCE,MA,Massachusetts,01843,672,3,A
TEDESCHI FOOD SHOPS,208 S BROADWAY,LAWRENCE,MA,Massachusetts,01843,2016,9,B
B M MINI MARKET,112 PARKER ST,LAWRENCE,MA,Massachusetts,01843,224,1,A
BOB'S GROCERY STORE,513 ANDOVER ST,LAWRENCE,MA,Massachusetts,01843,247,1,A
SUAZO MARKET,50 INMAN ST,LAWRENCE,MA,Massachusetts,01843,247,1,A
LA BELLE CREOLE DE QUISKEYA,117 S BROADWAY,LAWRENCE,MA,Massachusetts,01843,896,4,A
YASHIRA MARKET,193 S BROADWAY,LAWRENCE,MA,Massachusetts,01843,741,3,A
COLORTYME TV,276 S BROADWAY,LAWRENCE,MA,Massachusetts,01843,988,4,A
ARIASS INC,54 PARKER ST,LAWRENCE,MA,Massachusetts,01843,988,4,A
HENRY CONVENIENCE STORE,50 INMAN ST,LAWRENCE,MA,Massachusetts,01843,896,4,A
MILLCITY GOURMEA,15 UNION ST,LAWRENCE,MA,Massachusetts,01840,230,2,A
VOLVIO NERA MARKET,89 NEWBURY ST,LAWRENCE,MA,Massachusetts,01840,741,3,A
GRACES' MARKET,54 UNION ST,LAWRENCE,MA,Massachusetts,01840,247,1,A
AZZI'S BAKERY,87 NEWBURY ST,LAWRENCE,MA,Massachusetts,01840,142,2,A
FISICHELLI'S PASTRY SHOP,55 UNION ST,LAWRENCE,MA,Massachusetts,01840,142,2,A
PAPPY'S BAKERY,11 COMMON ST,LAWRENCE,MA,Massachusetts,01840,497,7,B
GONZALEZ MARKET,101 UNION ST,LAWRENCE,MA,Massachusetts,01841,247,1,A
FAMILY MARKET,95 NEWBURY ST,LAWRENCE,MA,Massachusetts,01841,494,2,A
L & R MARKET,486 HOWARD ST,LAWRENCE,MA,Massachusetts,01841,448,2,A
JIMENEZ SUPERMARKET,117 NEWBURY ST,LAWRENCE,MA,Massachusetts,01841,494,2,A
IAN'S NATURAL FOODS INC,360 MERRIMACK ST # 9 PMB 320,LAWRENCE,MA,Massachusetts,01843,604,4,A
ORIGINAL BOSTON COFFEE CAKE,351 WILLOW ST,NORTH ANDOVER,MA,Massachusetts,01845,284,4,A
MI-DOE CO,853 TURNPIKE ST,NORTH ANDOVER,MA,Massachusetts,01845,168,3,A
JAVIER MARKET,311 E HAVERHILL ST,LAWRENCE,MA,Massachusetts,01841,896,4,A
STRELLA MARKET,294 PROSPECT ST,LAWRENCE,MA,Massachusetts,01841,741,3,A
AMWAY DISTRIBUTORS,165 FERRY ST,LAWRENCE,MA,Massachusetts,01841,151,1,A
EMBASSY WATER RESOURCES INC,27 PINE ST,ANDOVER,MA,Massachusetts,01810,115,1,A
WHOLE FOODS MARKET,40 RAILROAD ST,ANDOVER,MA,Massachusetts,01810,37050,150,F
LUCKY 7,200 BRICKSTONE SQ # G11,ANDOVER,MA,Massachusetts,01810,896,4,A
DUNKIN' DONUTS,733 TURNPIKE ST # 5,NORTH ANDOVER,MA,Massachusetts,01845,840,15,C
MEAT HOUSE,554 TURNPIKE ST,NORTH ANDOVER,MA,Massachusetts,01845,1386,6,B
