Name,Address,City,State,State_name,Zip,Sales,Number_emp,Empsiz
RICHDALE STORE,573 CHESTNUT ST,LYNN,MA,Massachusetts,01904,1120,5,B
7-ELEVEN,50 WESTERN AVE # 3,LYNN,MA,Massachusetts,01904,1344,6,B
DEES CORNER CONVENIENCE STORE,108 WESTERN AVE,LYNN,MA,Massachusetts,01904,896,4,A
DUNKIN' DONUTS,932 LYNNFIELD ST,LYNN,MA,Massachusetts,01904,280,5,B
O'CONNELL'S CONVENIENCE PLUS,225 WESTERN AVE,LYNN,MA,Massachusetts,01904,988,4,A
SHOP KWIK SUPERETTE,534 LYNNFIELD ST,LYNN,MA,Massachusetts,01904,1120,5,B
CUMBERLAND FARMS,668 CHESTNUT ST,LYNN,MA,Massachusetts,01904,1792,8,B
7-ELEVEN,100 LYNN ST,PEABODY,MA,Massachusetts,01960,1568,7,B
LYNN ST MINI MART,272 LYNN ST,PEABODY,MA,Massachusetts,01960,896,4,A
MARC'S MARKET,51 HARBOR ST,SALEM,MA,Massachusetts,01970,247,1,A
CROSBY'S MARKETPLACE,125 CANAL ST,SALEM,MA,Massachusetts,01970,0,110,F
DUNKIN' DONUTS,352 LAFAYETTE ST # MERCIER,SALEM,MA,Massachusetts,01970,224,4,A
SAMMY'S ROAST BEFF & SEAFOOD,17 CANAL ST,SALEM,MA,Massachusetts,01970,462,2,A
DUNKIN' DONUTS,201 CANAL ST,SALEM,MA,Massachusetts,01970,672,12,C
TEDESCHI FOOD SHOPS,72 LORING AVE,SALEM,MA,Massachusetts,01970,1120,5,B
WHITE DOVE MARKET & GRILL,59 LORING AVE,SALEM,MA,Massachusetts,01970,988,4,A
S ANASTASI QUALITY FOODS,100 JACKSON ST,SALEM,MA,Massachusetts,01970,115,1,A
SUNNY CORNER,335 LAFAYETTE ST,SALEM,MA,Massachusetts,01970,896,4,A
TROPICANA MARKET,24 PALMER ST,SALEM,MA,Massachusetts,01970,247,1,A
DUNKIN' DONUTS,980 PARADISE RD,SWAMPSCOTT,MA,Massachusetts,01907,1680,30,D
BALANCE NUTRITION ASSOC,49 SALEM ST,SWAMPSCOTT,MA,Massachusetts,01907,230,2,A
MAINE COAST SEAFOODS,299 SALEM ST,SWAMPSCOTT,MA,Massachusetts,01907,2772,12,C
SUPER STOP & SHOP,450 PARADISE RD,SWAMPSCOTT,MA,Massachusetts,01907,1482,6,B
ON THE RUN,525 PARADISE RD,SWAMPSCOTT,MA,Massachusetts,01907,1344,6,B
WHOLE FOODS MARKET,331 PARADISE RD,SWAMPSCOTT,MA,Massachusetts,01907,37050,150,F
HAWTHORNE BROOK SPRING WATER,443 ESSEX ST,SWAMPSCOTT,MA,Massachusetts,01907,1150,10,C
CIRCLE K,319 HIGHLAND AVE,SALEM,MA,Massachusetts,01970,3360,15,C
DUNKIN' DONUTS,232 HIGHLAND AVE,SALEM,MA,Massachusetts,01970,560,10,C
DUNKIN' DONUTS,429 HIGHLAND AVE,SALEM,MA,Massachusetts,01970,616,11,C
DUNKIN' DONUTS,440 HIGHLAND AVE,SALEM,MA,Massachusetts,01970,224,4,A
SHAW'S SUPERMARKET,11 TRADERS WAY,SALEM,MA,Massachusetts,01970,35815,145,F
DUNKIN' DONUTS,9 1/2 PARADISE RD,SALEM,MA,Massachusetts,01970,840,15,C
DUNKIN' DONUTS,128 WATER ST,DANVERS,MA,Massachusetts,01923,952,17,C
NORTH ATLANTIC LOBSTER,107 WATER ST,DANVERS,MA,Massachusetts,01923,3465,15,C
MARKET BASKET,139 ENDICOTT ST # 3,DANVERS,MA,Massachusetts,01923,11115,45,D
J MART ASIA FOOD STORES,120 WATER ST,DANVERS,MA,Massachusetts,01923,741,3,A
EPICUREAN FEAST,100 ENDICOTT ST,DANVERS,MA,Massachusetts,01923,920,8,B
DUNKIN' DONUTS,139 ENDICOTT ST # 14,DANVERS,MA,Massachusetts,01923,1120,20,D
CABOT FARMS ENTERPRISES,11 SALT WALL LN,SALEM,MA,Massachusetts,01970,453,3,A
ARTEMISIA BOTANICALS,102 WHARF ST,SALEM,MA,Massachusetts,01970,230,2,A
DUNKIN' DONUTS,282 DERBY ST # 2,SALEM,MA,Massachusetts,01970,560,10,C
COFFEE TIME BAKE SHOP,96 BRIDGE ST,SALEM,MA,Massachusetts,01970,1704,24,D
DUNKIN' DONUTS,31 BRIDGE ST,SALEM,MA,Massachusetts,01970,448,8,B
DUNKIN' DONUTS,162 WASHINGTON ST,PEABODY,MA,Massachusetts,01960,560,10,C
STOP & SHOP SUPERMARKET,19 HOWLEY ST,PEABODY,MA,Massachusetts,01960,24700,100,F
MICHELLE'S MARKET,85 MAIN ST # 5,PEABODY,MA,Massachusetts,01960,494,2,A
PEABODY BREAD,168 MAIN ST,PEABODY,MA,Massachusetts,01960,284,4,A
PEABODY MARKET,36 FOSTER ST,PEABODY,MA,Massachusetts,01960,741,3,A
PEABODY FRESH PRODUCE INC,98 FOSTER ST # 98,PEABODY,MA,Massachusetts,01960,666,3,A
DUNKIN' DONUTS,3 CENTRAL ST,PEABODY,MA,Massachusetts,01960,840,15,C
D & R MARKET,54 FOSTER ST # 2,PEABODY,MA,Massachusetts,01960,1482,6,B
CEDESCHI,115 MAIN ST,PEABODY,MA,Massachusetts,01960,1120,5,B
4 YOUR CONVENIENCE,150 MAIN ST,PEABODY,MA,Massachusetts,01960,896,4,A
WHITE HEN PANTRY,79 LOWELL ST,PEABODY,MA,Massachusetts,01960,1344,6,B
ACOUGUE N CARNICERIA,150 MAIN ST # 4B,PEABODY,MA,Massachusetts,01960,462,2,A
CENTRAL BAKERY,48 WALNUT ST,PEABODY,MA,Massachusetts,01960,355,5,B
NEW ENGLAND MEAT MARKET,62 WALNUT ST,PEABODY,MA,Massachusetts,01960,4940,20,D
WALNUT MART,36 WALNUT ST # C,PEABODY,MA,Massachusetts,01960,1344,6,B
A & R CONVENIENCE STORE,44 MARGIN ST,PEABODY,MA,Massachusetts,01960,896,4,A
BAKING BUSINESS,26 WALNUT ST,PEABODY,MA,Massachusetts,01960,284,4,A
BLUE RIBBON CAKE,118 BOSTON ST,SALEM,MA,Massachusetts,01970,142,2,A
DUNKIN' DONUTS,68 BOSTON ST,SALEM,MA,Massachusetts,01970,224,4,A
YOUR NEIGHBORHOOD MARKET,103 SCHOOL ST,SALEM,MA,Massachusetts,01970,741,3,A
BOSTON STREET MARKET,96 BOSTON ST,SALEM,MA,Massachusetts,01970,741,3,A
BOSTON STREET MINI MART,94 BOSTON ST,SALEM,MA,Massachusetts,01970,896,4,A
7-ELEVEN,389 CABOT ST,BEVERLY,MA,Massachusetts,01915,896,4,A
TEDESTCHI,52 CABOT ST,BEVERLY,MA,Massachusetts,01915,448,2,A
LUCKY 7 CONVENIENCE,389 CABOT ST,BEVERLY,MA,Massachusetts,01915,1568,7,B
7-ELEVEN,246 ELLIOTT ST,BEVERLY,MA,Massachusetts,01915,1792,8,B
ORGANIC RAINBOW,267 RANTOUL ST,BEVERLY,MA,Massachusetts,01915,302,2,A
ROWAND FISHERIES,2 CABOT ST,BEVERLY,MA,Massachusetts,01915,1848,8,B
BORASS CONVENIENCE STORE,175 RANTOUL ST,BEVERLY,MA,Massachusetts,01915,896,4,A
CUPCAKE CAFE & BAKERY,297 RANTOUL ST,BEVERLY,MA,Massachusetts,01915,142,2,A
GLORIA FOOD STORE,268 RANTOUL ST,BEVERLY,MA,Massachusetts,01915,2223,9,B
NANTUCKET CHOCOLATIER,503 RANTOUL ST,BEVERLY,MA,Massachusetts,01915,476,4,A
DUNKIN' DONUTS,112 ELLIOTT ST,BEVERLY,MA,Massachusetts,01915,1680,30,D
LYNCH LOBSTER CO,38 WATER ST,BEVERLY,MA,Massachusetts,01915,693,3,A
DICK & JUNE'S ICE CREAM,294 ELLIOTT ST,BEVERLY,MA,Massachusetts,01915,1380,12,C
DUNKIN' DONUTS,224 ELLIOTT ST,BEVERLY,MA,Massachusetts,01915,280,5,B
SUPER STOP & SHOP,224 ELLIOTT ST,BEVERLY,MA,Massachusetts,01915,1235,5,B
MARIA'S SWEET SOMETHINGS,26 FRONT ST,SALEM,MA,Massachusetts,01970,238,2,A
DUNKIN' DONUTS,105 NORTH ST,SALEM,MA,Massachusetts,01970,224,4,A
WHITE HEN PANTRY,28 NORMAN ST # 4,SALEM,MA,Massachusetts,01970,2240,10,C
DUNKIN' DONUTS,152 WASHINGTON ST,SALEM,MA,Massachusetts,01970,1064,19,C
MILK & HONEY GREEN GROCER,32 CHURCH ST,SALEM,MA,Massachusetts,01970,247,1,A
7-ELEVEN,126 NORTH ST,SALEM,MA,Massachusetts,01970,672,3,A
A & J KING ARTISAN BAKERS,48 CENTRAL ST,SALEM,MA,Massachusetts,01970,852,12,C
NIKO'S CAKES,98 NORTH ST,SALEM,MA,Massachusetts,01970,56,1,A
CAFE VALVERDE COFFEE ROASTERS,196 ESSEX ST,SALEM,MA,Massachusetts,01970,575,5,B
DUNKIN' DONUTS,90 NORTH ST,SALEM,MA,Massachusetts,01970,280,5,B
LOS AMIGOS SUPERMARKET,122 LAFAYETTE ST,SALEM,MA,Massachusetts,01970,741,3,A
A NEW LEAF,261 CABOT ST,BEVERLY,MA,Massachusetts,01915,604,4,A
DUNKIN' DONUTS,188 CABOT ST # 192,BEVERLY,MA,Massachusetts,01915,392,7,B
CASSIS BAKERY,263 CABOT ST,BEVERLY,MA,Massachusetts,01915,497,7,B
ONE STOP MARKET,311 CABOT ST,BEVERLY,MA,Massachusetts,01915,672,3,A
FOODIE'S FEAST,114 WASHINGTON ST,MARBLEHEAD,MA,Massachusetts,01945,460,4,A
BETTER MAN BETTER WOMAN,82 BUBIER RD,MARBLEHEAD,MA,Massachusetts,01945,115,1,A
MUFFIN SHOP,126 WASHINGTON ST # 1,MARBLEHEAD,MA,Massachusetts,01945,71,1,A
FAST BREAK,29 SMITH ST,MARBLEHEAD,MA,Massachusetts,01945,448,2,A
CROSBY'S MARKETPLACE,118 WASHINGTON ST # 5,MARBLEHEAD,MA,Massachusetts,01945,22230,90,E
MARBLEHEAD LOBSTER CO,BEACON ST & ORNE ST,MARBLEHEAD,MA,Massachusetts,01945,1155,5,B
BECKY'S GOURMET,10 BESSOM ST,MARBLEHEAD,MA,Massachusetts,01945,575,5,B
TERRY'S OLD FASHION ICE CREAM,6 SCHOOL ST,MARBLEHEAD,MA,Massachusetts,01945,460,4,A
DUNKIN' DONUTS,161 PLEASANT ST,MARBLEHEAD,MA,Massachusetts,01945,840,15,C
WHITE HEN PANTRY,165 PLEASANT ST # 5,MARBLEHEAD,MA,Massachusetts,01945,2240,10,C
FRUIT OF THE FOUR SEASONS,34 ATLANTIC AVE,MARBLEHEAD,MA,Massachusetts,01945,2886,13,C
7-ELEVEN,89 PLEASANT ST # 1,MARBLEHEAD,MA,Massachusetts,01945,672,3,A
JAVA SUN COFFEE ROASTERS INC,35 ATLANTIC AVE,MARBLEHEAD,MA,Massachusetts,01945,575,5,B
MARBLEHEAD COMMUNITY STORE INC,214 BEACON ST,MARBLEHEAD,MA,Massachusetts,01945,7410,30,D
TEDESCHI FOOD SHOPS,210 LEWIS ST,LYNN,MA,Massachusetts,01902,1568,7,B
EASTERN MARKET,121 EASTERN AVE,LYNN,MA,Massachusetts,01902,896,4,A
ELIZABETH'S CAKES & PASTRY,209 LEWIS ST,LYNN,MA,Massachusetts,01902,284,4,A
DEES CORNER 3 CONVENIENCE,149 CHATHAM ST # 2,LYNN,MA,Massachusetts,01902,672,3,A
C & L CONVENIENCE STORE,13 LEWIS ST,LYNN,MA,Massachusetts,01902,224,1,A
TEDESCHI FOOD SHOPS,208 LEWIS ST,LYNN,MA,Massachusetts,01902,896,4,A
NINA'S MARKET,51 ESSEX ST,LYNN,MA,Massachusetts,01902,741,3,A
LINCOLN MARKET,200 ESSEX ST,LYNN,MA,Massachusetts,01902,494,2,A
DUNKIN' DONUTS,116 LEWIS ST,LYNN,MA,Massachusetts,01902,840,15,C
ARNOLD BAKERY OUTLET,76 LEWIS ST,LYNN,MA,Massachusetts,01902,71,1,A
MS CELLANEOUS SPECIALITY,46 BLOOMFIELD ST,LYNN,MA,Massachusetts,01902,575,5,B
MERENGUE MARKET,197 ESSEX ST,LYNN,MA,Massachusetts,01902,741,3,A
SUGAR DONUTS,116 LEWIS ST,LYNN,MA,Massachusetts,01902,112,2,A
ALNOUR MARKET,161 ESSEX ST,LYNN,MA,Massachusetts,01902,247,1,A
BACCI CHOCOLATE DESIGN,17 COLUMBIA ST # 4,SWAMPSCOTT,MA,Massachusetts,01907,238,2,A
LIVING WATERS LOBSTER,17 COLUMBIA ST,SWAMPSCOTT,MA,Massachusetts,01907,2772,12,C
NEWMAN'S BAKERY,252 HUMPHREY ST,SWAMPSCOTT,MA,Massachusetts,01907,284,4,A
WHITE HEN PANTRY,444 HUMPHREY ST # 1,SWAMPSCOTT,MA,Massachusetts,01907,1792,8,B
NAHANT SEAFOOD INC,157 NAHANT RD,NAHANT,MA,Massachusetts,01908,462,2,A
RICHLAND FOODS INC,332 NAHANT RD,NAHANT,MA,Massachusetts,01908,494,2,A
RICHLAND CONVENIENCE STORE,334 NAHANT RD,NAHANT,MA,Massachusetts,01908,672,3,A
NAHANT CONVENIENCE STORE,271 CASTLE RD,NAHANT,MA,Massachusetts,01908,224,1,A
J W SEAFOOD EXPORT,114 WILLOW RD,NAHANT,MA,Massachusetts,01908,462,2,A
DONUT KING,151 COPELAND ST,QUINCY,MA,Massachusetts,02169,280,5,B
PURITY CHEESE CO INC,206 RICCIUTI DR,QUINCY,MA,Massachusetts,02169,805,7,B
GRANITE MART,308 WILLARD ST,QUINCY,MA,Massachusetts,02169,1344,6,B
DUNKIN' DONUTS,95 FRANKLIN ST,QUINCY,MA,Massachusetts,02169,1344,24,D
MINA HALAL MEAT & GROCERIES,139 WATER ST,QUINCY,MA,Massachusetts,02169,231,1,A
HERBAL MEDICINE STORE,237 QUINCY AVE,QUINCY,MA,Massachusetts,02169,115,1,A
MARYLOU'S COFFEE,308 WILLARD ST,QUINCY,MA,Massachusetts,02169,575,5,B
KAMMAN FOOD,221 QUINCY AVE,QUINCY,MA,Massachusetts,02169,988,4,A
KAMMAN FOOD,219 QUINCY AVE,QUINCY,MA,Massachusetts,02169,19760,80,E
DUNKIN' DONUTS,243 QUINCY AVE # 227,QUINCY,MA,Massachusetts,02169,280,5,B
DUNKIN' DONUTS,550 ADAMS ST,QUINCY,MA,Massachusetts,02169,1008,18,C
TEDESCHI FOOD SHOPS,650 ADAMS ST,QUINCY,MA,Massachusetts,02169,3360,15,C
MONEY BACK AUDIT,43 WILLARD ST,QUINCY,MA,Massachusetts,02169,896,4,A
CARTER'S SEAFOOD INC,164 HIGHLAND AVE,QUINCY,MA,Massachusetts,02170,231,1,A
BABY CAKES,163 BEALE ST,QUINCY,MA,Massachusetts,02170,284,4,A
GOOCHES BAKERY,255 ARLINGTON ST,QUINCY,MA,Massachusetts,02170,284,4,A
ANDRE'S,20 BROOK ST,QUINCY,MA,Massachusetts,02170,448,2,A
SHUN XING PRODUCE,299 NEWPORT AVE,QUINCY,MA,Massachusetts,02170,896,4,A
S & A CONVENIENCE STORE,498 HANCOCK ST,QUINCY,MA,Massachusetts,02170,224,1,A
CROWN ROYAL BAKERY,11 BROOK ST,QUINCY,MA,Massachusetts,02170,852,12,C
WOLLASTON CONV STORE,5 BROOK ST,QUINCY,MA,Massachusetts,02170,224,1,A
DUNKIN' DONUTS,195 NEWPORT AVE,QUINCY,MA,Massachusetts,02170,280,5,B
HANNAFORD SUPERMARKET & PHRMCY,475 HANCOCK ST,QUINCY,MA,Massachusetts,02171,5434,22,D
OOOO CAKES,184 W SQUANTUM ST,QUINCY,MA,Massachusetts,02171,284,4,A
SUPER STOP & SHOP,65 NEWPORT AVE,QUINCY,MA,Massachusetts,02171,1235,5,B
ROCKYNECK FISH CO,10 BASSETT ST,MILTON,MA,Massachusetts,02186,2541,11,C
BRUEGGER'S BAGEL BAKERY,360 GRANITE AVE,MILTON,MA,Massachusetts,02186,728,13,C
FRUIT CENTER,6 BASSETT ST,MILTON,MA,Massachusetts,02186,16800,75,E
FRUIT CENTER INC,338 GRANITE AVE,MILTON,MA,Massachusetts,02186,666,3,A
FRUIT CENTER MARKETPLACE,10 BASSETT ST,MILTON,MA,Massachusetts,02186,18525,75,E
KINNEALEY MEATS,6 BASSETT ST,MILTON,MA,Massachusetts,02186,2310,10,C
GYPSY KITCHEN,1241 HANCOCK ST,QUINCY,MA,Massachusetts,02169,575,5,B
GOODIE'S MINI MART,1250 HANCOCK ST # 109,QUINCY,MA,Massachusetts,02169,672,3,A
SUPER STOP & SHOP,495 SOUTHERN ARTERY,QUINCY,MA,Massachusetts,02169,43225,175,F
ROXIE'S MARKET OF QUINCY INC,479 SOUTHERN ARTERY,QUINCY,MA,Massachusetts,02169,9880,40,D
DUNKIN' DONUTS,543 SOUTHERN ARTERY,QUINCY,MA,Massachusetts,02169,840,15,C
GINGER BETTY'S,215 SAMOSET AVE,QUINCY,MA,Massachusetts,02169,355,5,B
200 FOOD MART,200 SEA ST,QUINCY,MA,Massachusetts,02169,1120,5,B
DUNKIN' DONUTS,1250 HANCOCK ST # 118S,QUINCY,MA,Massachusetts,02169,392,7,B
T QUINCY FOOD STORE INC,1185 HANCOCK ST,QUINCY,MA,Massachusetts,02169,741,3,A
KIMARIE MASSAGE THERAPY,17 1/2 BEALE ST,QUINCY,MA,Massachusetts,02170,444,2,A
TEA HUT,669 HANCOCK ST,QUINCY,MA,Massachusetts,02170,230,2,A
DUNKIN' DONUTS,687 HANCOCK ST,QUINCY,MA,Massachusetts,02170,1008,18,C
MIDDLE EASTERN GROCERY & HALAL,690 HANCOCK ST,QUINCY,MA,Massachusetts,02170,247,1,A
7-ELEVEN,721 HANCOCK ST,QUINCY,MA,Massachusetts,02170,1792,8,B
FURNACE BROOK CONVENIENCE GAS,507 FURNACE BROOK PKWY,QUINCY,MA,Massachusetts,02170,896,4,A
CAKE SPOT,764 HANCOCK ST,QUINCY,MA,Massachusetts,02170,284,4,A
STOP & SHOP,495 SOUTHERN ARTERY,QUINCY,MA,Massachusetts,02169,988,4,A
FRATELLI'S PASTRY SHOP INC,25 BROAD ST,QUINCY,MA,Massachusetts,02169,710,10,C
GOOD HEALTH NATURAL FOODS,1627 HANCOCK ST,QUINCY,MA,Massachusetts,02169,4077,27,D
R & D DISTRIBUTORS,1627 HANCOCK ST,QUINCY,MA,Massachusetts,02169,4077,27,D
STAR MARKET,130 GRANITE ST,QUINCY,MA,Massachusetts,02169,55575,225,F
TEDESCHI FOOD SHOPS,85 QUINCY AVE,QUINCY,MA,Massachusetts,02169,896,4,A
GENERAL FOODS & BAKING PRODS,222 PENN ST,QUINCY,MA,Massachusetts,02169,494,2,A
O'BRIEN'S BAKERY,11 VERNON ST,QUINCY,MA,Massachusetts,02169,568,8,B
MIGNOSA'S FRUIT BASKET,138 GRANITE ST,QUINCY,MA,Massachusetts,02169,1776,8,B
JOE'S MARKET PLACE,260 CENTRE ST,QUINCY,MA,Massachusetts,02169,672,3,A
DUNKIN' DONUTS,366 CENTRE ST,QUINCY,MA,Massachusetts,02169,1120,20,D
SUREPINOY ORIENTAL FOOD MART,145 WATER ST,QUINCY,MA,Massachusetts,02169,741,3,A
DUNKIN' DONUTS,465 CENTRE ST,QUINCY,MA,Massachusetts,02169,280,5,B
DUNKIN' DONUTS,100 GRANITE ST # 360,QUINCY,MA,Massachusetts,02169,504,9,B
SUNSHINE FRUIT CO,52 FRANKLIN ST,QUINCY,MA,Massachusetts,02169,666,3,A
TEDESCHI FOOD SHOPS,230 WASHINGTON ST,QUINCY,MA,Massachusetts,02169,1344,6,B
DONUT & DONUTS,33 SCAMMELL ST,QUINCY,MA,Massachusetts,02169,224,4,A
STOP & SHOP SUPERMARKET CO,1385 HANCOCK ST,QUINCY,MA,Massachusetts,02169,0,1000,I
AHOLD USA INC,1385 HANCOCK ST,QUINCY,MA,Massachusetts,02169,0,100,F
BELMONT SPRINGS WATER,,QUINCY,MA,Massachusetts,02169,460,4,A
DUNKIN' DONUTS,1462 HANCOCK ST,QUINCY,MA,Massachusetts,02169,504,9,B
D & C QUINCY MARKET,33 WASHINGTON ST,QUINCY,MA,Massachusetts,02169,988,4,A
J'S NEWS,1431 HANCOCK ST,QUINCY,MA,Massachusetts,02169,224,1,A
HARBORLIGHT COOKIE CO,,QUINCY,MA,Massachusetts,02169,336,6,B
DONUT & DONUTS,1461 HANCOCK ST,QUINCY,MA,Massachusetts,02169,112,2,A
QUINCY MARKET,33 WASHINGTON ST,QUINCY,MA,Massachusetts,02169,448,2,A
CALYPSO FRUIT SMOOTHIES & MORE,1441 HANCOCK ST,QUINCY,MA,Massachusetts,02169,71,1,A
MONICAS POINT,31 COTTAGE AVE,QUINCY,MA,Massachusetts,02169,224,1,A
DUNKIN' DONUTS,388 E SQUANTUM ST,NORTH QUINCY,MA,Massachusetts,02171,728,13,C
RED APPLE FOOD SHOP,48 BILLINGS RD,QUINCY,MA,Massachusetts,02171,896,4,A
7-ELEVEN,363 HANCOCK ST,NORTH QUINCY,MA,Massachusetts,02171,1344,6,B
SADIE'S DESIGNER CAKES & PSTRS,419 HANCOCK ST,QUINCY,MA,Massachusetts,02171,284,4,A
CONTEMPO BAKERY,412 HANCOCK ST,QUINCY,MA,Massachusetts,02171,142,2,A
BURKE'S SEAFOOD,61 BILLINGS RD,NORTH QUINCY,MA,Massachusetts,02171,693,3,A
KIM MARKET,163 NEWBURY AVE,NORTH QUINCY,MA,Massachusetts,02171,494,2,A
DUNKIN' DONUTS,65 NEWPORT AVE # 5,QUINCY,MA,Massachusetts,02171,112,2,A
DUNKIN' DONUTS,125 HANCOCK ST,QUINCY,MA,Massachusetts,02171,1120,20,D
WEST ELM VARIETY,139 W ELM AVE,QUINCY,MA,Massachusetts,02170,448,2,A
DUNKIN' DONUTS,751 E SQUANTUM ST,QUINCY,MA,Massachusetts,02171,392,7,B
TEDESCHI FOOD SHOPS,751 E SQUANTUM ST,NORTH QUINCY,MA,Massachusetts,02171,1568,7,B
QUINCY INTERNATIONAL FOOD CO,529 WASHINGTON ST,QUINCY,MA,Massachusetts,02169,693,3,A
ARTERY GROCERIES,1000 SOUTHERN ARTERY,QUINCY,MA,Massachusetts,02169,224,1,A
DUNKIN' DONUTS,365 SEA ST,QUINCY,MA,Massachusetts,02169,1400,25,D
BERNIES GENERAL STORE,1147 SEA ST,QUINCY,MA,Massachusetts,02169,2223,9,B
TEDESCHI FOOD SHOPS,495 WASHINGTON ST,QUINCY,MA,Massachusetts,02169,2240,10,C
ADAMS SHORE SUPER MARKET,494 SEA ST,QUINCY,MA,Massachusetts,02169,1482,6,B
DUNKIN' DONUTS,825 SOUTHERN ARTERY,QUINCY,MA,Massachusetts,02169,672,12,C
ROCHE BROS,101 FALLS BLVD # 3,QUINCY,MA,Massachusetts,02169,4940,20,D
CHAB'S DAILY MART,291 QUINCY AVE,QUINCY,MA,Massachusetts,02169,448,2,A
DUNKIN' DONUTS,364 SEA ST,QUINCY,MA,Massachusetts,02169,280,5,B
PROMISE STREET MARKET,231 PALMER ST,QUINCY,MA,Massachusetts,02169,741,3,A
DUNKIN' DONUTS,421 QUINCY AVE,BRAINTREE,MA,Massachusetts,02184,280,5,B
SEDEXO,259 BRIDGE ST,WEYMOUTH,MA,Massachusetts,02191,1568,7,B
DUNKIN' DONUTS,180 BRIDGE ST # 162,WEYMOUTH,MA,Massachusetts,02191,280,5,B
TEDESCHI FOOD SHOPS,11 SEA ST,NORTH WEYMOUTH,MA,Massachusetts,02191,896,4,A
DUNKIN' DONUTS,645 BRIDGE ST,WEYMOUTH,MA,Massachusetts,02191,1120,20,D
HARBOR POINT FOOD MART,17 HARBOR POINT BLVD,DORCHESTER,MA,Massachusetts,02125,247,1,A
K & 8TH STREET MARKET,362 K ST,SOUTH BOSTON,MA,Massachusetts,02127,988,4,A
MIRISOLAS,200 L ST,SOUTH BOSTON,MA,Massachusetts,02127,448,2,A
MILLER'S MARKET INC,336 K ST,SOUTH BOSTON,MA,Massachusetts,02127,1235,5,B
CUMBERLAND FARMS,628 E 5TH ST,SOUTH BOSTON,MA,Massachusetts,02127,1344,6,B
LA CAJA MARKET,353 MERIDIAN ST,EAST BOSTON,MA,Massachusetts,02128,741,3,A
KAREN FOOD MARKET,41 BENNINGTON ST,BOSTON,MA,Massachusetts,02128,896,4,A
BANI MARKET,353 MERIDIAN ST,BOSTON,MA,Massachusetts,02128,988,4,A
LA ESPERANZA MARKET,238 MERIDIAN ST,BOSTON,MA,Massachusetts,02128,896,4,A
TWO BROTHERS MARKET,51 TRENTON ST,EAST BOSTON,MA,Massachusetts,02128,224,1,A
CALDERON MARKET,140 PRINCETON ST,EAST BOSTON,MA,Massachusetts,02128,494,2,A
LOLLY'S BAKERY INC,158 BENNINGTON ST,EAST BOSTON,MA,Massachusetts,02128,213,3,A
SAVA'S MARKET,150 BENNINGTON ST,EAST BOSTON,MA,Massachusetts,02128,988,4,A
FRANCO'S PLACE,160 TRENTON ST,EAST BOSTON,MA,Massachusetts,02128,672,3,A
LA BENDICION,32 BENNINGTON ST,EAST BOSTON,MA,Massachusetts,02128,494,2,A
ESTRELLITA FOOD MARKET,290 MERIDIAN ST # 1,BOSTON,MA,Massachusetts,02128,247,1,A
EAST COAST VARIETY,67 BENNINGTON ST,EAST BOSTON,MA,Massachusetts,02128,494,2,A
SHAW'S SUPERMARKET,246 BORDER ST,EAST BOSTON,MA,Massachusetts,02128,49400,200,F
HONEY DEW DONUTS,470 MERIDIAN ST,BOSTON,MA,Massachusetts,02128,728,13,C
ACOUGUE SABOR BRAZIL,233 LONDON ST,EAST BOSTON,MA,Massachusetts,02128,494,2,A
ANTHONY MARKET,407 MERIDIAN ST,BOSTON,MA,Massachusetts,02128,448,2,A
ELVALLE DE LA SULTANA-MARKET,121 BENNINGTON ST,EAST BOSTON,MA,Massachusetts,02128,988,4,A
PEACH'S & CREAM,73 BENNINGTON ST,EAST BOSTON,MA,Massachusetts,02128,213,3,A
EL CONDOR MARKET,337 PARIS ST,EAST BOSTON,MA,Massachusetts,02128,672,3,A
ONE STOP MARKET,138 CENTRAL AVE,CHELSEA,MA,Massachusetts,02150,672,3,A
MARLBORO VARIETY STORE,58 MARLBOROUGH ST,CHELSEA,MA,Massachusetts,02150,224,1,A
CUMBERLAND FARMS,123 EASTERN AVE,CHELSEA,MA,Massachusetts,02150,1792,8,B
COMMUNITY LATIN GROCERY,136 HIGHLAND ST # A,CHELSEA,MA,Massachusetts,02150,224,1,A
STAVIS SEAFOOD,37 FISH PIER,BOSTON,MA,Massachusetts,02210,462,2,A
COMMERCIAL LOBSTER CO,300 NORTHERN AVE,BOSTON,MA,Massachusetts,02210,2772,12,C
P J LOBSTER CO,339 NORTHERN AVE,BOSTON,MA,Massachusetts,02210,2772,12,C
SEAPORT CONVENIENCE,451 D ST,BOSTON,MA,Massachusetts,02210,896,4,A
7-ELEVEN,200 SEAPORT BLVD # 3,BOSTON,MA,Massachusetts,02210,1344,6,B
DUNKIN' DONUTS,1 HARBOR ST,BOSTON,MA,Massachusetts,02210,336,6,B
FINAGLE-A-BAGEL,27 DRYDOCK AVE # 14,BOSTON,MA,Massachusetts,02210,448,8,B
SOUSA LOBSTER CO INC,16 FISH PIER,BOSTON,MA,Massachusetts,02210,2772,12,C
BOSTON SEAFOOD,8 FID KENNEDY AVE,BOSTON,MA,Massachusetts,02210,462,2,A
BRAMANTE SEAFOOD,2 FISH PIER ST W,BOSTON,MA,Massachusetts,02210,2310,10,C
SEAFOOD SPECIALTIES,25 FISH PIER,BOSTON,MA,Massachusetts,02210,462,2,A
